,x,y,type,id,color
17,-2.245952,13.47851,CRISPR associated protein Cas2,17,"(1.0, 0.4980392156862745, 0.054901960784313725)"
18,14.847933,0.722437,CRISPR associated protein Cas1,18,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
19,-0.66726553,0.3961787,CRISPR associated protein Cas1,19,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
20,-1.5764033,1.8175353,CRISPR associated protein Cas1,20,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
21,-0.37725154,1.26095,CRISPR associated protein Cas1,21,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
22,-0.7008206,14.32145,CRISPR associated protein Cas2,22,"(1.0, 0.4980392156862745, 0.054901960784313725)"
23,0.91668206,-3.4392695,CRISPR associated protein Cas1,23,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
24,0.9349172,13.280903,CRISPR associated protein Cas2,24,"(1.0, 0.4980392156862745, 0.054901960784313725)"
25,0.6842163,12.869801,CRISPR associated protein Cas2,25,"(1.0, 0.4980392156862745, 0.054901960784313725)"
26,-1.0114939,9.277234,CRISPR associated protein Cas1,26,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
27,2.2707448,-1.7775534,CRISPR associated protein Cas1,27,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
28,3.2028255,2.4105563,CRISPR associated protein Cas1,28,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
29,-4.6705136,-1.4232385,CRISPR associated protein Cas1,29,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
30,-1.1533027,0.7007508,CRISPR associated protein Cas1,30,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
31,-2.6012645,11.525888,CRISPR associated protein Cas2,31,"(1.0, 0.4980392156862745, 0.054901960784313725)"
32,-2.021821,0.3581272,CRISPR associated protein Cas1,32,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
33,1.2195985,-0.18737352,CRISPR associated protein Cas1,33,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
34,4.0706325,-0.43969303,CRISPR associated protein Cas1,34,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
35,2.5640721,9.831422,CRISPR associated protein Cas2,35,"(1.0, 0.4980392156862745, 0.054901960784313725)"
36,-0.46354324,12.044302,CRISPR associated protein Cas2,36,"(1.0, 0.4980392156862745, 0.054901960784313725)"
37,-1.0828928,12.274496,CRISPR associated protein Cas2,37,"(1.0, 0.4980392156862745, 0.054901960784313725)"
38,-2.3976133,12.914923,CRISPR associated protein Cas2,38,"(1.0, 0.4980392156862745, 0.054901960784313725)"
39,-1.9269973,13.395814,CRISPR associated protein Cas2,39,"(1.0, 0.4980392156862745, 0.054901960784313725)"
40,-0.88060755,2.6148355,CRISPR associated protein Cas1,40,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
41,0.30599654,9.227025,CRISPR associated protein Cas2,41,"(1.0, 0.4980392156862745, 0.054901960784313725)"
42,1.8620626,13.117328,CRISPR associated protein Cas2,42,"(1.0, 0.4980392156862745, 0.054901960784313725)"
43,14.635772,-0.50907785,CRISPR associated protein Cas1,43,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
44,-0.4514312,-3.2356656,CRISPR associated protein Cas1,44,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
45,-3.4413362,13.766374,CRISPR associated protein Cas2,45,"(1.0, 0.4980392156862745, 0.054901960784313725)"
46,0.63167495,13.854715,CRISPR associated protein Cas2,46,"(1.0, 0.4980392156862745, 0.054901960784313725)"
47,-3.9821799,-1.4236462,CRISPR associated protein Cas1,47,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
48,-2.6432936,11.827418,CRISPR associated protein Cas2,48,"(1.0, 0.4980392156862745, 0.054901960784313725)"
49,1.8647637,9.67281,CRISPR associated protein Cas2,49,"(1.0, 0.4980392156862745, 0.054901960784313725)"
50,-1.864831,12.140592,CRISPR associated protein Cas2,50,"(1.0, 0.4980392156862745, 0.054901960784313725)"
51,-0.7707781,13.385122,CRISPR associated protein Cas2,51,"(1.0, 0.4980392156862745, 0.054901960784313725)"
52,-0.3659575,12.819137,CRISPR associated protein Cas2,52,"(1.0, 0.4980392156862745, 0.054901960784313725)"
53,-1.6147395,13.663343,CRISPR associated protein Cas2,53,"(1.0, 0.4980392156862745, 0.054901960784313725)"
54,-0.880719,2.2716258,CRISPR associated protein Cas1,54,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
55,-3.76252,1.4366758,CRISPR associated protein Cas1,55,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
56,-2.7580707,-1.6536311,CRISPR associated protein Cas1,56,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
57,0.4610479,15.156401,CRISPR associated protein Cas2,57,"(1.0, 0.4980392156862745, 0.054901960784313725)"
58,0.86037296,-3.400228,CRISPR associated protein Cas1,58,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
59,3.3981342,-0.7360361,CRISPR associated protein Cas1,59,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
60,2.1920147,9.248134,CRISPR associated protein Cas2,60,"(1.0, 0.4980392156862745, 0.054901960784313725)"
61,-2.2748384,13.317317,CRISPR associated protein Cas2,61,"(1.0, 0.4980392156862745, 0.054901960784313725)"
62,-2.7860012,15.072406,CRISPR associated protein Cas2,62,"(1.0, 0.4980392156862745, 0.054901960784313725)"
63,-2.384913,12.849825,CRISPR associated protein Cas2,63,"(1.0, 0.4980392156862745, 0.054901960784313725)"
64,3.2589455,8.103086,CRISPR associated protein Cas2,64,"(1.0, 0.4980392156862745, 0.054901960784313725)"
65,1.3499426,13.069964,CRISPR associated protein Cas2,65,"(1.0, 0.4980392156862745, 0.054901960784313725)"
66,-3.047232,11.981855,CRISPR associated protein Cas2,66,"(1.0, 0.4980392156862745, 0.054901960784313725)"
67,2.1167812,0.13301603,CRISPR associated protein Cas1,67,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
68,-3.6050162,2.5869336,CRISPR associated protein Cas1,68,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
69,-0.72133625,9.851743,CRISPR associated protein Cas2,69,"(1.0, 0.4980392156862745, 0.054901960784313725)"
70,-0.15750478,0.4693417,CRISPR associated protein Cas1,70,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
71,-1.2961732,13.237356,CRISPR associated protein Cas2,71,"(1.0, 0.4980392156862745, 0.054901960784313725)"
72,1.4473301,12.807447,CRISPR associated protein Cas2,72,"(1.0, 0.4980392156862745, 0.054901960784313725)"
73,-3.6992612,-0.22942312,CRISPR associated protein Cas1,73,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
74,-2.6361656,13.276718,CRISPR associated protein Cas2,74,"(1.0, 0.4980392156862745, 0.054901960784313725)"
75,-1.3862467,0.32717484,CRISPR associated protein Cas1,75,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
76,0.4759348,13.087751,CRISPR associated protein Cas2,76,"(1.0, 0.4980392156862745, 0.054901960784313725)"
77,2.5144768,-0.68949777,CRISPR associated protein Cas1,77,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
78,-3.9345913,2.157423,CRISPR associated protein Cas1,78,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
79,-1.4326164,10.032101,CRISPR associated protein Cas2,79,"(1.0, 0.4980392156862745, 0.054901960784313725)"
80,-0.5367542,10.634121,CRISPR associated protein Cas2,80,"(1.0, 0.4980392156862745, 0.054901960784313725)"
81,14.796603,-1.0446074,CRISPR associated protein Cas1,81,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
82,1.7184993,1.0744089,CRISPR associated protein Cas1,82,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
83,-0.910947,0.48098952,CRISPR associated protein Cas1,83,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
84,-3.519981,-0.6543818,CRISPR associated protein Cas1,84,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
85,2.1386259,-0.4044414,CRISPR associated protein Cas1,85,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
86,-1.881226,11.605233,CRISPR associated protein Cas2,86,"(1.0, 0.4980392156862745, 0.054901960784313725)"
87,0.5160292,12.698439,CRISPR associated protein Cas2,87,"(1.0, 0.4980392156862745, 0.054901960784313725)"
88,-1.254005,-1.7417506,CRISPR associated protein Cas1,88,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
89,-0.84044987,10.885445,CRISPR associated protein Cas2,89,"(1.0, 0.4980392156862745, 0.054901960784313725)"
90,-2.536693,10.54315,CRISPR associated protein Cas2,90,"(1.0, 0.4980392156862745, 0.054901960784313725)"
91,0.4868648,14.562751,CRISPR associated protein Cas2,91,"(1.0, 0.4980392156862745, 0.054901960784313725)"
92,0.3846983,13.375183,CRISPR associated protein Cas2,92,"(1.0, 0.4980392156862745, 0.054901960784313725)"
93,-3.8382623,1.2900565,CRISPR associated protein Cas1,93,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
94,13.66549,0.16677646,CRISPR associated protein Cas2,94,"(1.0, 0.4980392156862745, 0.054901960784313725)"
95,0.8518512,15.769902,CRISPR associated protein Cas2,95,"(1.0, 0.4980392156862745, 0.054901960784313725)"
96,3.2762852,-2.0583975,CRISPR associated protein Cas1,96,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
97,-3.3516407,11.26708,CRISPR associated protein Cas2,97,"(1.0, 0.4980392156862745, 0.054901960784313725)"
98,-3.2978766,2.5448394,CRISPR associated protein Cas1,98,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
99,4.164973,-0.27802438,CRISPR associated protein Cas1,99,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
100,0.76396453,-0.057527125,CRISPR associated protein Cas1,100,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
101,-0.31522292,3.3808157,CRISPR associated protein Cas1,101,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
102,1.9394281,8.780996,CRISPR associated protein Cas2,102,"(1.0, 0.4980392156862745, 0.054901960784313725)"
103,1.6601024,1.3361199,CRISPR associated protein Cas1,103,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
104,-3.77196,-2.5757034,CRISPR associated protein Cas1,104,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
105,-4.5068355,-1.5483426,CRISPR associated protein Cas1,105,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
106,0.32377654,13.747659,CRISPR associated protein Cas2,106,"(1.0, 0.4980392156862745, 0.054901960784313725)"
107,1.0064323,-0.24194363,CRISPR associated protein Cas1,107,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
108,-1.3055166,12.114963,CRISPR associated protein Cas2,108,"(1.0, 0.4980392156862745, 0.054901960784313725)"
109,-2.3566976,10.677813,CRISPR associated protein Cas2,109,"(1.0, 0.4980392156862745, 0.054901960784313725)"
110,-0.58177906,-1.6876943,CRISPR associated protein Cas1,110,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
111,0.05682659,-0.46174905,CRISPR associated protein Cas1,111,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
112,0.6944217,11.18313,CRISPR associated protein Cas2,112,"(1.0, 0.4980392156862745, 0.054901960784313725)"
113,14.632569,0.7676314,CRISPR associated protein Cas2,113,"(1.0, 0.4980392156862745, 0.054901960784313725)"
114,3.5035236,0.12299557,CRISPR associated protein Cas1,114,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
115,-5.160899,-0.84345025,CRISPR associated protein Cas1,115,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
116,-0.30866572,-1.1739062,CRISPR associated protein Cas1,116,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
117,-2.4156556,15.085762,CRISPR associated protein Cas2,117,"(1.0, 0.4980392156862745, 0.054901960784313725)"
118,-2.4124353,14.239591,CRISPR associated protein Cas2,118,"(1.0, 0.4980392156862745, 0.054901960784313725)"
119,1.9302624,0.2207738,CRISPR associated protein Cas1,119,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
120,-1.864682,10.368438,CRISPR associated protein Cas2,120,"(1.0, 0.4980392156862745, 0.054901960784313725)"
121,2.457306,13.266658,CRISPR associated protein Cas2,121,"(1.0, 0.4980392156862745, 0.054901960784313725)"
122,1.2905844,11.974061,CRISPR associated protein Cas2,122,"(1.0, 0.4980392156862745, 0.054901960784313725)"
123,3.0941052,12.298834,CRISPR associated protein Cas2,123,"(1.0, 0.4980392156862745, 0.054901960784313725)"
124,-1.1100883,15.323757,CRISPR associated protein Cas2,124,"(1.0, 0.4980392156862745, 0.054901960784313725)"
125,15.551893,-0.029400986,CRISPR associated protein Cas2,125,"(1.0, 0.4980392156862745, 0.054901960784313725)"
126,-0.36985168,13.96562,CRISPR associated protein Cas2,126,"(1.0, 0.4980392156862745, 0.054901960784313725)"
127,0.24131781,-0.17099237,CRISPR associated protein Cas1,127,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
128,-1.1431457,11.037184,CRISPR associated protein Cas2,128,"(1.0, 0.4980392156862745, 0.054901960784313725)"
129,0.2846284,0.08620623,CRISPR associated protein Cas1,129,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
130,-4.3028483,-1.4467931,CRISPR associated protein Cas1,130,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
131,-1.6666946,0.645867,CRISPR associated protein Cas1,131,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
132,-0.8885835,0.60329306,CRISPR associated protein Cas1,132,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
133,-1.2216779,-1.7691658,CRISPR associated protein Cas1,133,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
134,-3.6564958,2.343372,CRISPR associated protein Cas1,134,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
135,0.3198947,-0.87478435,CRISPR associated protein Cas1,135,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
136,-1.0589776,-1.6263071,CRISPR associated protein Cas1,136,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
137,-3.510613,12.960147,CRISPR associated protein Cas2,137,"(1.0, 0.4980392156862745, 0.054901960784313725)"
138,1.3336807,-0.8982836,CRISPR associated protein Cas1,138,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
139,0.8976207,-0.17612918,CRISPR associated protein Cas1,139,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
140,1.6965913,12.668977,CRISPR associated protein Cas2,140,"(1.0, 0.4980392156862745, 0.054901960784313725)"
141,0.45961207,10.643637,CRISPR associated protein Cas2,141,"(1.0, 0.4980392156862745, 0.054901960784313725)"
142,2.8730435,-0.8875118,CRISPR associated protein Cas1,142,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
143,-1.306995,-0.13469706,CRISPR associated protein Cas1,143,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
144,0.5796647,-3.1688628,CRISPR associated protein Cas1,144,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
145,0.26647446,13.845029,CRISPR associated protein Cas2,145,"(1.0, 0.4980392156862745, 0.054901960784313725)"
146,0.62400955,-3.221545,CRISPR associated protein Cas1,146,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
147,0.9473158,11.655282,CRISPR associated protein Cas2,147,"(1.0, 0.4980392156862745, 0.054901960784313725)"
148,1.9590615,-0.9667523,CRISPR associated protein Cas1,148,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
149,-1.6504847,0.49839646,CRISPR associated protein Cas1,149,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
150,-0.5407392,1.9377886,CRISPR associated protein Cas1,150,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
151,0.9788772,15.59162,CRISPR associated protein Cas2,151,"(1.0, 0.4980392156862745, 0.054901960784313725)"
152,-2.8453016,14.837513,CRISPR associated protein Cas2,152,"(1.0, 0.4980392156862745, 0.054901960784313725)"
153,14.106664,-0.39014572,CRISPR associated protein Cas1,153,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
154,-2.2025096,10.936291,CRISPR associated protein Cas2,154,"(1.0, 0.4980392156862745, 0.054901960784313725)"
155,1.4318258,14.184575,CRISPR associated protein Cas2,155,"(1.0, 0.4980392156862745, 0.054901960784313725)"
156,-1.0557312,0.8911293,CRISPR associated protein Cas1,156,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
157,1.4782399,13.782567,CRISPR associated protein Cas2,157,"(1.0, 0.4980392156862745, 0.054901960784313725)"
158,-1.6925476,-0.3630568,CRISPR associated protein Cas1,158,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
159,-2.4965389,13.490259,CRISPR associated protein Cas2,159,"(1.0, 0.4980392156862745, 0.054901960784313725)"
160,-1.1985598,4.0486236,CRISPR associated protein Cas1,160,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
161,2.591098,-1.4043493,CRISPR associated protein Cas1,161,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
162,2.852098,-1.7974727,CRISPR associated protein Cas1,162,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
163,1.4991214,14.498218,CRISPR associated protein Cas2,163,"(1.0, 0.4980392156862745, 0.054901960784313725)"
164,-0.66482604,9.8255415,CRISPR associated protein Cas2,164,"(1.0, 0.4980392156862745, 0.054901960784313725)"
165,-1.0274531,14.424877,CRISPR associated protein Cas2,165,"(1.0, 0.4980392156862745, 0.054901960784313725)"
166,-1.6131872,14.448863,CRISPR associated protein Cas2,166,"(1.0, 0.4980392156862745, 0.054901960784313725)"
167,-3.8075955,1.2588952,CRISPR associated protein Cas1,167,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
168,-1.6546865,10.838427,CRISPR associated protein Cas2,168,"(1.0, 0.4980392156862745, 0.054901960784313725)"
169,-3.6036959,-0.9001309,CRISPR associated protein Cas1,169,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
170,-0.7708497,-1.5558227,CRISPR associated protein Cas1,170,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
171,-2.8306031,-1.5874078,CRISPR associated protein Cas1,171,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
172,-1.5657934,0.4157059,CRISPR associated protein Cas1,172,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
173,-3.0632708,-1.4109282,CRISPR associated protein Cas1,173,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
174,3.8559518,-0.79413664,CRISPR associated protein Cas1,174,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
175,-1.858592,13.184405,CRISPR associated protein Cas2,175,"(1.0, 0.4980392156862745, 0.054901960784313725)"
176,-1.7953912,0.67125195,CRISPR associated protein Cas1,176,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
177,2.1815715,9.314944,CRISPR associated protein Cas2,177,"(1.0, 0.4980392156862745, 0.054901960784313725)"
178,3.436648,12.050677,CRISPR associated protein Cas2,178,"(1.0, 0.4980392156862745, 0.054901960784313725)"
179,0.8825622,12.48522,CRISPR associated protein Cas2,179,"(1.0, 0.4980392156862745, 0.054901960784313725)"
180,-4.2925587,2.6739995,CRISPR associated protein Cas1,180,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
181,-2.1891282,15.2277975,CRISPR associated protein Cas2,181,"(1.0, 0.4980392156862745, 0.054901960784313725)"
182,-0.52727336,12.535177,CRISPR associated protein Cas2,182,"(1.0, 0.4980392156862745, 0.054901960784313725)"
183,-2.961178,11.106742,CRISPR associated protein Cas2,183,"(1.0, 0.4980392156862745, 0.054901960784313725)"
184,2.9712806,8.129635,CRISPR associated protein Cas2,184,"(1.0, 0.4980392156862745, 0.054901960784313725)"
185,-0.51198906,11.6237545,CRISPR associated protein Cas2,185,"(1.0, 0.4980392156862745, 0.054901960784313725)"
186,1.6550199,-1.1384044,CRISPR associated protein Cas1,186,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
187,14.986486,-0.2788765,CRISPR associated protein Cas2,187,"(1.0, 0.4980392156862745, 0.054901960784313725)"
188,3.4229946,-2.1852982,CRISPR associated protein Cas1,188,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
189,-4.7913613,-0.12641583,CRISPR associated protein Cas1,189,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
190,-3.7649345,-0.9143665,CRISPR associated protein Cas1,190,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
191,-3.2611344,3.0437875,CRISPR associated protein Cas1,191,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
192,-0.923159,11.291257,CRISPR associated protein Cas2,192,"(1.0, 0.4980392156862745, 0.054901960784313725)"
193,2.4553475,8.049492,CRISPR associated protein Cas2,193,"(1.0, 0.4980392156862745, 0.054901960784313725)"
194,-2.4735126,12.607757,CRISPR associated protein Cas2,194,"(1.0, 0.4980392156862745, 0.054901960784313725)"
195,-3.7855506,2.7353327,CRISPR associated protein Cas1,195,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
196,0.60501826,10.437621,CRISPR associated protein Cas2,196,"(1.0, 0.4980392156862745, 0.054901960784313725)"
197,-3.9274383,-1.6042873,CRISPR associated protein Cas1,197,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
198,0.3210207,-1.9456973,CRISPR associated protein Cas1,198,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
199,0.1537875,1.6257447,CRISPR associated protein Cas1,199,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
200,-3.3869464,13.796435,CRISPR associated protein Cas2,200,"(1.0, 0.4980392156862745, 0.054901960784313725)"
201,2.744784,0.35286075,CRISPR associated protein Cas1,201,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
202,1.4151462,15.68373,CRISPR associated protein Cas2,202,"(1.0, 0.4980392156862745, 0.054901960784313725)"
203,14.716593,0.9031807,CRISPR associated protein Cas2,203,"(1.0, 0.4980392156862745, 0.054901960784313725)"
204,-0.3466625,0.62944055,CRISPR associated protein Cas1,204,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
205,-1.5806013,10.658797,CRISPR associated protein Cas2,205,"(1.0, 0.4980392156862745, 0.054901960784313725)"
206,-2.1068501,13.146847,CRISPR associated protein Cas2,206,"(1.0, 0.4980392156862745, 0.054901960784313725)"
207,-3.2589102,2.7028341,CRISPR associated protein Cas1,207,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
208,2.8416166,9.373083,CRISPR associated protein Cas2,208,"(1.0, 0.4980392156862745, 0.054901960784313725)"
209,-1.8124739,-1.7857494,CRISPR associated protein Cas1,209,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
210,1.3331882,-1.2378848,CRISPR associated protein Cas1,210,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
211,15.27061,-0.6324123,CRISPR associated protein Cas1,211,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
212,0.84670633,13.155072,CRISPR associated protein Cas2,212,"(1.0, 0.4980392156862745, 0.054901960784313725)"
213,-2.214074,14.939036,CRISPR associated protein Cas2,213,"(1.0, 0.4980392156862745, 0.054901960784313725)"
214,-2.3908496,14.852991,CRISPR associated protein Cas2,214,"(1.0, 0.4980392156862745, 0.054901960784313725)"
215,-1.4809713,13.254522,CRISPR associated protein Cas2,215,"(1.0, 0.4980392156862745, 0.054901960784313725)"
216,1.334316,11.976488,CRISPR associated protein Cas2,216,"(1.0, 0.4980392156862745, 0.054901960784313725)"
217,1.3531784,15.346967,CRISPR associated protein Cas2,217,"(1.0, 0.4980392156862745, 0.054901960784313725)"
218,14.784813,-0.86612636,CRISPR associated protein Cas1,218,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
219,0.24539316,0.84745854,CRISPR associated protein Cas1,219,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
220,0.8441163,6.5363493,CRISPR associated protein Cas2,220,"(1.0, 0.4980392156862745, 0.054901960784313725)"
221,-0.46844536,11.789655,CRISPR associated protein Cas2,221,"(1.0, 0.4980392156862745, 0.054901960784313725)"
222,-0.6829505,13.912552,CRISPR associated protein Cas2,222,"(1.0, 0.4980392156862745, 0.054901960784313725)"
223,0.49485356,10.297073,CRISPR associated protein Cas2,223,"(1.0, 0.4980392156862745, 0.054901960784313725)"
224,-5.2647424,-0.9662569,CRISPR associated protein Cas1,224,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
225,-2.3530703,2.1706352,CRISPR associated protein Cas1,225,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
226,-0.6352507,3.1655335,CRISPR associated protein Cas1,226,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
227,-4.783827,-1.9470073,CRISPR associated protein Cas1,227,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
228,-2.709771,0.35259593,CRISPR associated protein Cas1,228,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
229,-0.5247174,11.76806,CRISPR associated protein Cas2,229,"(1.0, 0.4980392156862745, 0.054901960784313725)"
