,x,y,type,id,color
18,0.19270031,-2.6694791,CRISPR associated protein Cas1,18,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
19,-2.280895,0.95102614,CRISPR associated protein Cas1,19,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
20,-1.1059304,0.23451403,CRISPR associated protein Cas1,20,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
21,-4.449372,1.6575439,CRISPR associated protein Cas1,21,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
22,13.954624,-2.3387039,CRISPR associated protein Cas2,22,"(1.0, 0.4980392156862745, 0.054901960784313725)"
23,-2.8430429,-2.9961183,CRISPR associated protein Cas1,23,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
24,13.263313,-1.3078618,CRISPR associated protein Cas2,24,"(1.0, 0.4980392156862745, 0.054901960784313725)"
25,12.741777,-0.16935547,CRISPR associated protein Cas2,25,"(1.0, 0.4980392156862745, 0.054901960784313725)"
26,-5.2497444,2.4712672,CRISPR associated protein Cas1,26,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
27,-4.002038,-2.227647,CRISPR associated protein Cas1,27,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
28,-2.3119957,1.6566651,CRISPR associated protein Cas1,28,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
29,-9.040702,1.796376,CRISPR associated protein Cas1,29,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
30,-2.270072,1.2823149,CRISPR associated protein Cas1,30,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
31,15.610194,1.3068371,CRISPR associated protein Cas2,31,"(1.0, 0.4980392156862745, 0.054901960784313725)"
32,-2.70691,4.3808,CRISPR associated protein Cas1,32,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
33,-2.2754645,-0.43289435,CRISPR associated protein Cas1,33,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
34,-7.0834484,-2.2294638,CRISPR associated protein Cas1,34,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
35,12.25069,4.1025076,CRISPR associated protein Cas2,35,"(1.0, 0.4980392156862745, 0.054901960784313725)"
36,14.373962,0.28617525,CRISPR associated protein Cas2,36,"(1.0, 0.4980392156862745, 0.054901960784313725)"
37,14.362032,1.1858339,CRISPR associated protein Cas2,37,"(1.0, 0.4980392156862745, 0.054901960784313725)"
38,15.370011,-1.8576825,CRISPR associated protein Cas2,38,"(1.0, 0.4980392156862745, 0.054901960784313725)"
39,15.548991,-2.7739396,CRISPR associated protein Cas2,39,"(1.0, 0.4980392156862745, 0.054901960784313725)"
40,-0.8730159,4.635972,CRISPR associated protein Cas1,40,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
41,13.5999775,5.281208,CRISPR associated protein Cas2,41,"(1.0, 0.4980392156862745, 0.054901960784313725)"
42,12.67383,-0.93791395,CRISPR associated protein Cas2,42,"(1.0, 0.4980392156862745, 0.054901960784313725)"
43,-0.3163,-3.03864,CRISPR associated protein Cas1,43,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
44,-1.8128897,-2.680929,CRISPR associated protein Cas1,44,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
45,15.924686,0.07161747,CRISPR associated protein Cas2,45,"(1.0, 0.4980392156862745, 0.054901960784313725)"
46,13.06355,-1.1792774,CRISPR associated protein Cas2,46,"(1.0, 0.4980392156862745, 0.054901960784313725)"
47,-8.208387,1.9477764,CRISPR associated protein Cas1,47,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
48,15.301862,0.7807982,CRISPR associated protein Cas2,48,"(1.0, 0.4980392156862745, 0.054901960784313725)"
49,12.624247,4.860204,CRISPR associated protein Cas2,49,"(1.0, 0.4980392156862745, 0.054901960784313725)"
50,15.722156,-0.282089,CRISPR associated protein Cas2,50,"(1.0, 0.4980392156862745, 0.054901960784313725)"
51,14.006108,-1.9238939,CRISPR associated protein Cas2,51,"(1.0, 0.4980392156862745, 0.054901960784313725)"
52,12.54105,0.16129284,CRISPR associated protein Cas2,52,"(1.0, 0.4980392156862745, 0.054901960784313725)"
53,14.992164,-2.6076007,CRISPR associated protein Cas2,53,"(1.0, 0.4980392156862745, 0.054901960784313725)"
54,-0.871564,0.3761258,CRISPR associated protein Cas1,54,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
55,-5.8667636,2.5992663,CRISPR associated protein Cas1,55,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
56,-7.8465395,1.8188409,CRISPR associated protein Cas1,56,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
57,11.36831,0.27580673,CRISPR associated protein Cas2,57,"(1.0, 0.4980392156862745, 0.054901960784313725)"
58,-1.4997536,-2.9982133,CRISPR associated protein Cas1,58,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
59,-2.4559371,-2.085829,CRISPR associated protein Cas1,59,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
60,11.965647,5.3760333,CRISPR associated protein Cas2,60,"(1.0, 0.4980392156862745, 0.054901960784313725)"
61,15.548195,-2.3814743,CRISPR associated protein Cas2,61,"(1.0, 0.4980392156862745, 0.054901960784313725)"
62,16.048645,-2.5116835,CRISPR associated protein Cas2,62,"(1.0, 0.4980392156862745, 0.054901960784313725)"
63,14.627291,-1.1318016,CRISPR associated protein Cas2,63,"(1.0, 0.4980392156862745, 0.054901960784313725)"
64,11.810058,6.000913,CRISPR associated protein Cas2,64,"(1.0, 0.4980392156862745, 0.054901960784313725)"
65,11.791046,-0.43900472,CRISPR associated protein Cas2,65,"(1.0, 0.4980392156862745, 0.054901960784313725)"
66,15.825548,1.0344517,CRISPR associated protein Cas2,66,"(1.0, 0.4980392156862745, 0.054901960784313725)"
67,-3.717463,-0.7694167,CRISPR associated protein Cas1,67,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
68,-0.20341179,1.755099,CRISPR associated protein Cas1,68,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
69,15.296501,2.8032165,CRISPR associated protein Cas2,69,"(1.0, 0.4980392156862745, 0.054901960784313725)"
70,-2.0447266,0.3345726,CRISPR associated protein Cas1,70,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
71,12.801967,-3.0662286,CRISPR associated protein Cas2,71,"(1.0, 0.4980392156862745, 0.054901960784313725)"
72,12.389417,-0.70427215,CRISPR associated protein Cas2,72,"(1.0, 0.4980392156862745, 0.054901960784313725)"
73,-2.5475452,3.368577,CRISPR associated protein Cas1,73,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
74,14.967375,-0.64286447,CRISPR associated protein Cas2,74,"(1.0, 0.4980392156862745, 0.054901960784313725)"
75,-3.2243533,3.6886191,CRISPR associated protein Cas1,75,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
76,11.830537,-1.6384444,CRISPR associated protein Cas2,76,"(1.0, 0.4980392156862745, 0.054901960784313725)"
77,-4.2382283,-2.4232523,CRISPR associated protein Cas1,77,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
78,0.9437287,1.7133325,CRISPR associated protein Cas1,78,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
79,15.355106,1.8942969,CRISPR associated protein Cas2,79,"(1.0, 0.4980392156862745, 0.054901960784313725)"
80,14.4894285,1.9455868,CRISPR associated protein Cas2,80,"(1.0, 0.4980392156862745, 0.054901960784313725)"
81,0.16445388,-2.9276664,CRISPR associated protein Cas1,81,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
82,-2.015691,-0.3326073,CRISPR associated protein Cas1,82,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
83,-2.6241205,1.0530237,CRISPR associated protein Cas1,83,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
84,-7.029274,2.3887982,CRISPR associated protein Cas1,84,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
85,-6.333486,-1.6150396,CRISPR associated protein Cas1,85,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
86,14.693818,1.4312481,CRISPR associated protein Cas2,86,"(1.0, 0.4980392156862745, 0.054901960784313725)"
87,11.813616,-0.09912088,CRISPR associated protein Cas2,87,"(1.0, 0.4980392156862745, 0.054901960784313725)"
88,-4.373471,-1.4694898,CRISPR associated protein Cas1,88,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
89,14.470571,1.7830169,CRISPR associated protein Cas2,89,"(1.0, 0.4980392156862745, 0.054901960784313725)"
90,16.04772,2.1100829,CRISPR associated protein Cas2,90,"(1.0, 0.4980392156862745, 0.054901960784313725)"
91,13.281556,-2.7346902,CRISPR associated protein Cas2,91,"(1.0, 0.4980392156862745, 0.054901960784313725)"
92,13.411775,-0.27507383,CRISPR associated protein Cas2,92,"(1.0, 0.4980392156862745, 0.054901960784313725)"
93,-6.5379167,2.5757058,CRISPR associated protein Cas1,93,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
94,9.653268,1.8062581,CRISPR associated protein Cas2,94,"(1.0, 0.4980392156862745, 0.054901960784313725)"
95,11.187583,0.5268989,CRISPR associated protein Cas2,95,"(1.0, 0.4980392156862745, 0.054901960784313725)"
96,-1.39885,-2.3344283,CRISPR associated protein Cas1,96,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
97,16.340347,2.056626,CRISPR associated protein Cas2,97,"(1.0, 0.4980392156862745, 0.054901960784313725)"
98,0.06509809,1.476506,CRISPR associated protein Cas1,98,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
99,-6.2986436,-2.570815,CRISPR associated protein Cas1,99,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
100,-2.8664594,-0.36071545,CRISPR associated protein Cas1,100,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
101,-0.92412925,4.76938,CRISPR associated protein Cas1,101,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
102,13.187272,5.548512,CRISPR associated protein Cas2,102,"(1.0, 0.4980392156862745, 0.054901960784313725)"
103,-1.9657224,3.5216703,CRISPR associated protein Cas1,103,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
104,-0.6672859,7.7905993,CRISPR associated protein Cas1,104,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
105,-8.720465,1.1591558,CRISPR associated protein Cas1,105,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
106,13.398887,-1.9075212,CRISPR associated protein Cas2,106,"(1.0, 0.4980392156862745, 0.054901960784313725)"
107,-2.973794,-0.302673,CRISPR associated protein Cas1,107,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
108,14.466237,0.05061353,CRISPR associated protein Cas2,108,"(1.0, 0.4980392156862745, 0.054901960784313725)"
109,15.593127,0.6842683,CRISPR associated protein Cas2,109,"(1.0, 0.4980392156862745, 0.054901960784313725)"
110,-5.065299,0.41191533,CRISPR associated protein Cas1,110,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
111,-3.7488663,1.3018843,CRISPR associated protein Cas1,111,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
112,13.740227,1.7895923,CRISPR associated protein Cas2,112,"(1.0, 0.4980392156862745, 0.054901960784313725)"
113,9.590909,-0.28899992,CRISPR associated protein Cas2,113,"(1.0, 0.4980392156862745, 0.054901960784313725)"
114,-5.615111,-1.7178161,CRISPR associated protein Cas1,114,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
115,-8.859966,2.191995,CRISPR associated protein Cas1,115,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
116,-4.8601546,-1.031399,CRISPR associated protein Cas1,116,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
117,16.345154,-1.6295435,CRISPR associated protein Cas2,117,"(1.0, 0.4980392156862745, 0.054901960784313725)"
118,15.890709,-1.3872373,CRISPR associated protein Cas2,118,"(1.0, 0.4980392156862745, 0.054901960784313725)"
119,-3.277174,-0.35635614,CRISPR associated protein Cas1,119,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
120,15.683137,2.2693176,CRISPR associated protein Cas2,120,"(1.0, 0.4980392156862745, 0.054901960784313725)"
121,12.301733,-1.2851169,CRISPR associated protein Cas2,121,"(1.0, 0.4980392156862745, 0.054901960784313725)"
122,12.84983,1.8188474,CRISPR associated protein Cas2,122,"(1.0, 0.4980392156862745, 0.054901960784313725)"
123,12.817073,-2.9435277,CRISPR associated protein Cas2,123,"(1.0, 0.4980392156862745, 0.054901960784313725)"
124,15.540424,-1.3282083,CRISPR associated protein Cas2,124,"(1.0, 0.4980392156862745, 0.054901960784313725)"
125,9.044768,-1.0511965,CRISPR associated protein Cas2,125,"(1.0, 0.4980392156862745, 0.054901960784313725)"
126,14.398054,-1.3307216,CRISPR associated protein Cas2,126,"(1.0, 0.4980392156862745, 0.054901960784313725)"
127,-2.77706,0.2620133,CRISPR associated protein Cas1,127,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
128,11.940771,0.6024868,CRISPR associated protein Cas2,128,"(1.0, 0.4980392156862745, 0.054901960784313725)"
129,-1.9978533,-1.139278,CRISPR associated protein Cas1,129,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
130,-8.652323,1.3007017,CRISPR associated protein Cas1,130,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
131,-3.3362129,2.6212838,CRISPR associated protein Cas1,131,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
132,-2.0806699,0.69442356,CRISPR associated protein Cas1,132,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
133,-4.4953055,1.34176,CRISPR associated protein Cas1,133,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
134,-1.1882702,1.315718,CRISPR associated protein Cas1,134,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
135,-5.35367,-1.3756422,CRISPR associated protein Cas1,135,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
136,-5.643825,1.4913949,CRISPR associated protein Cas1,136,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
137,16.273434,0.5465265,CRISPR associated protein Cas2,137,"(1.0, 0.4980392156862745, 0.054901960784313725)"
138,-3.330843,-1.429296,CRISPR associated protein Cas1,138,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
139,-1.6602942,-1.7059408,CRISPR associated protein Cas1,139,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
140,12.933308,0.08482054,CRISPR associated protein Cas2,140,"(1.0, 0.4980392156862745, 0.054901960784313725)"
141,13.180037,2.7604601,CRISPR associated protein Cas2,141,"(1.0, 0.4980392156862745, 0.054901960784313725)"
142,-2.8508027,-1.4515227,CRISPR associated protein Cas1,142,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
143,-4.520735,0.8656864,CRISPR associated protein Cas1,143,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
144,-1.7194846,-2.9204717,CRISPR associated protein Cas1,144,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
145,13.263181,-0.87989587,CRISPR associated protein Cas2,145,"(1.0, 0.4980392156862745, 0.054901960784313725)"
146,-2.2322812,-3.2715175,CRISPR associated protein Cas1,146,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
147,12.911218,0.19048244,CRISPR associated protein Cas2,147,"(1.0, 0.4980392156862745, 0.054901960784313725)"
148,-4.9075475,-2.2699895,CRISPR associated protein Cas1,148,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
149,-2.3399222,4.1659093,CRISPR associated protein Cas1,149,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
150,-1.1843221,0.5889831,CRISPR associated protein Cas1,150,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
151,11.256553,1.2779708,CRISPR associated protein Cas2,151,"(1.0, 0.4980392156862745, 0.054901960784313725)"
152,16.736866,-2.2690294,CRISPR associated protein Cas2,152,"(1.0, 0.4980392156862745, 0.054901960784313725)"
153,-0.5291673,7.157319,CRISPR associated protein Cas1,153,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
154,15.662565,0.4267267,CRISPR associated protein Cas2,154,"(1.0, 0.4980392156862745, 0.054901960784313725)"
155,12.708782,0.13840985,CRISPR associated protein Cas2,155,"(1.0, 0.4980392156862745, 0.054901960784313725)"
156,-2.7009206,3.798924,CRISPR associated protein Cas1,156,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
157,13.0835285,-1.1119854,CRISPR associated protein Cas2,157,"(1.0, 0.4980392156862745, 0.054901960784313725)"
158,-5.114156,1.1705879,CRISPR associated protein Cas1,158,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
159,15.447261,-1.1730046,CRISPR associated protein Cas2,159,"(1.0, 0.4980392156862745, 0.054901960784313725)"
160,-0.39505866,5.035001,CRISPR associated protein Cas1,160,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
161,-1.561912,-0.36292103,CRISPR associated protein Cas1,161,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
162,-4.6362453,-3.1337893,CRISPR associated protein Cas1,162,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
163,11.942691,-0.5698468,CRISPR associated protein Cas2,163,"(1.0, 0.4980392156862745, 0.054901960784313725)"
164,15.244322,2.891207,CRISPR associated protein Cas2,164,"(1.0, 0.4980392156862745, 0.054901960784313725)"
165,13.1061,-2.6589656,CRISPR associated protein Cas2,165,"(1.0, 0.4980392156862745, 0.054901960784313725)"
166,15.256223,-1.5201747,CRISPR associated protein Cas2,166,"(1.0, 0.4980392156862745, 0.054901960784313725)"
167,-7.3875732,2.6675038,CRISPR associated protein Cas1,167,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
168,15.287954,1.3936105,CRISPR associated protein Cas2,168,"(1.0, 0.4980392156862745, 0.054901960784313725)"
169,-7.2435827,1.1462945,CRISPR associated protein Cas1,169,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
170,-5.6267867,1.3910015,CRISPR associated protein Cas1,170,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
171,-7.1840463,0.79813105,CRISPR associated protein Cas1,171,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
172,-2.0202036,3.9776306,CRISPR associated protein Cas1,172,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
173,-7.044232,0.4117908,CRISPR associated protein Cas1,173,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
174,-0.39718458,-2.6413593,CRISPR associated protein Cas1,174,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
175,15.407843,-2.4951377,CRISPR associated protein Cas2,175,"(1.0, 0.4980392156862745, 0.054901960784313725)"
176,-2.1140985,4.3059,CRISPR associated protein Cas1,176,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
177,12.590375,5.2446,CRISPR associated protein Cas2,177,"(1.0, 0.4980392156862745, 0.054901960784313725)"
178,11.765783,-3.1800296,CRISPR associated protein Cas2,178,"(1.0, 0.4980392156862745, 0.054901960784313725)"
179,13.276013,0.33210307,CRISPR associated protein Cas2,179,"(1.0, 0.4980392156862745, 0.054901960784313725)"
180,0.22314227,2.1129866,CRISPR associated protein Cas1,180,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
181,15.4042015,-2.380262,CRISPR associated protein Cas2,181,"(1.0, 0.4980392156862745, 0.054901960784313725)"
182,13.739438,0.41973266,CRISPR associated protein Cas2,182,"(1.0, 0.4980392156862745, 0.054901960784313725)"
183,15.441552,0.9233221,CRISPR associated protein Cas2,183,"(1.0, 0.4980392156862745, 0.054901960784313725)"
184,12.327334,6.529471,CRISPR associated protein Cas2,184,"(1.0, 0.4980392156862745, 0.054901960784313725)"
185,14.072984,-0.8880669,CRISPR associated protein Cas2,185,"(1.0, 0.4980392156862745, 0.054901960784313725)"
186,-2.9845788,-1.6388123,CRISPR associated protein Cas1,186,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
187,9.033597,-0.63532627,CRISPR associated protein Cas2,187,"(1.0, 0.4980392156862745, 0.054901960784313725)"
188,-2.1859803,-3.381781,CRISPR associated protein Cas1,188,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
189,-7.5944943,2.05339,CRISPR associated protein Cas1,189,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
190,-7.8660493,1.1336153,CRISPR associated protein Cas1,190,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
191,0.92000353,1.1469634,CRISPR associated protein Cas1,191,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
192,14.581167,1.6799321,CRISPR associated protein Cas2,192,"(1.0, 0.4980392156862745, 0.054901960784313725)"
193,13.145692,6.1514425,CRISPR associated protein Cas2,193,"(1.0, 0.4980392156862745, 0.054901960784313725)"
194,15.15172,-1.6890625,CRISPR associated protein Cas2,194,"(1.0, 0.4980392156862745, 0.054901960784313725)"
195,-0.38776222,1.1811526,CRISPR associated protein Cas1,195,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
196,13.429007,2.9043765,CRISPR associated protein Cas2,196,"(1.0, 0.4980392156862745, 0.054901960784313725)"
197,-7.7281857,0.31247884,CRISPR associated protein Cas1,197,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
198,-4.6394486,-0.27676135,CRISPR associated protein Cas1,198,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
199,-1.1013478,0.45123413,CRISPR associated protein Cas1,199,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
200,15.95258,-0.07198276,CRISPR associated protein Cas2,200,"(1.0, 0.4980392156862745, 0.054901960784313725)"
201,-2.6445024,-1.888106,CRISPR associated protein Cas1,201,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
202,11.475688,1.3573582,CRISPR associated protein Cas2,202,"(1.0, 0.4980392156862745, 0.054901960784313725)"
203,8.932097,-0.124665596,CRISPR associated protein Cas2,203,"(1.0, 0.4980392156862745, 0.054901960784313725)"
204,-2.773868,1.1475414,CRISPR associated protein Cas1,204,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
205,15.87443,1.0081524,CRISPR associated protein Cas2,205,"(1.0, 0.4980392156862745, 0.054901960784313725)"
206,15.6405945,-2.3393135,CRISPR associated protein Cas2,206,"(1.0, 0.4980392156862745, 0.054901960784313725)"
207,-0.035659224,1.3932903,CRISPR associated protein Cas1,207,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
208,11.642472,5.595149,CRISPR associated protein Cas2,208,"(1.0, 0.4980392156862745, 0.054901960784313725)"
209,-4.610374,0.40738115,CRISPR associated protein Cas1,209,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
210,-3.5255964,-0.6713541,CRISPR associated protein Cas1,210,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
211,-0.41833448,-2.2000427,CRISPR associated protein Cas1,211,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
212,13.155902,0.9657339,CRISPR associated protein Cas2,212,"(1.0, 0.4980392156862745, 0.054901960784313725)"
213,15.215821,-1.3277713,CRISPR associated protein Cas2,213,"(1.0, 0.4980392156862745, 0.054901960784313725)"
214,14.975319,-2.3709311,CRISPR associated protein Cas2,214,"(1.0, 0.4980392156862745, 0.054901960784313725)"
215,14.676754,-0.20212877,CRISPR associated protein Cas2,215,"(1.0, 0.4980392156862745, 0.054901960784313725)"
216,13.240861,1.78737,CRISPR associated protein Cas2,216,"(1.0, 0.4980392156862745, 0.054901960784313725)"
217,12.587336,0.97951204,CRISPR associated protein Cas2,217,"(1.0, 0.4980392156862745, 0.054901960784313725)"
218,0.09685468,-3.272222,CRISPR associated protein Cas1,218,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
219,-1.6737633,-0.5104599,CRISPR associated protein Cas1,219,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
220,9.122159,-1.1705317,CRISPR associated protein Cas2,220,"(1.0, 0.4980392156862745, 0.054901960784313725)"
221,13.8338785,1.37197,CRISPR associated protein Cas2,221,"(1.0, 0.4980392156862745, 0.054901960784313725)"
222,14.610017,-1.1103297,CRISPR associated protein Cas2,222,"(1.0, 0.4980392156862745, 0.054901960784313725)"
223,14.224789,3.3530033,CRISPR associated protein Cas2,223,"(1.0, 0.4980392156862745, 0.054901960784313725)"
224,-9.232274,2.7609751,CRISPR associated protein Cas1,224,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
225,0.10623002,1.5525173,CRISPR associated protein Cas1,225,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
226,-0.72869694,5.2392087,CRISPR associated protein Cas1,226,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
227,-9.162262,2.8146424,CRISPR associated protein Cas1,227,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
228,-4.713609,2.0601428,CRISPR associated protein Cas1,228,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)"
229,11.702364,0.118148044,CRISPR associated protein Cas2,229,"(1.0, 0.4980392156862745, 0.054901960784313725)"
